
pl_name,pl_orbsmax,pl_rade,st_rad,sy_dist
Kepler-279 c,0.223600,4.300,1.07,1037.4000000
Kepler-279 d,0.290100,3.100,1.07,1037.4000000
Kepler-28 b,0.053750,1.959,0.66,438.3590000
Kepler-28 c,0.071060,1.857,0.66,438.3590000
Kepler-280 b,0.032000,1.450,0.89,780.3610000
Kepler-280 c,0.056000,2.010,0.89,780.3610000
Kepler-281 b,0.117000,2.820,0.90,1745.4500000
Kepler-281 c,0.215000,5.310,0.90,1745.4500000
Kepler-281 d,0.545600,5.937,0.88,1745.4500000
Kepler-282 b,0.082000,1.010,0.90,1337.6100000
Kepler-282 c,0.106000,1.200,0.90,1337.6100000
Kepler-282 d,0.154000,2.460,0.89,1337.6100000
Kepler-282 e,0.226900,3.100,0.89,1337.6100000
Kepler-283 b,0.082000,2.130,0.57,468.0940000
Kepler-283 c,0.341000,1.820,0.57,468.0940000
Kepler-284 b,0.104000,2.240,0.81,1031.9500000
Kepler-284 c,0.213000,2.610,0.81,1031.9500000
Kepler-285 b,0.036000,1.340,0.81,824.3100000
Kepler-285 c,0.064000,1.120,0.81,824.3100000
Kepler-286 b,0.027000,1.240,0.86,1226.8500000
Kepler-286 c,0.042000,1.370,0.86,1226.8500000
Kepler-286 d,0.061000,1.330,0.86,1226.8500000
Kepler-286 e,0.176000,1.770,0.86,1226.8500000
Kepler-287 b,0.145000,2.330,1.03,835.8600000
Kepler-287 c,0.246000,3.260,1.03,835.8600000
Kepler-288 b,0.065000,1.670,1.09,1194.1500000
Kepler-288 c,0.140000,2.850,1.09,1194.1500000
Kepler-288 d,0.287000,2.670,1.09,1194.1500000
Kepler-289 b,0.210000,2.490,1.00,704.4380000
Kepler-289 c,0.510000,11.230,1.00,704.4380000
Kepler-289 d,0.330000,3.030,1.00,704.4380000
Kepler-29 b,0.091900,2.550,0.73,832.5320000
Kepler-29 c,0.108700,2.340,0.73,832.5320000
Kepler-290 b,0.110000,2.250,0.74,694.6270000
Kepler-290 c,0.205000,2.700,0.74,694.6270000
Kepler-290 d,0.015400,0.860,0.76,694.6270000
Kepler-291 b,0.047000,2.160,1.02,1786.4800000
Kepler-291 c,0.065000,1.880,1.02,1786.4800000
Kepler-292 b,0.035000,1.320,0.83,1056.4800000
Kepler-292 c,0.045000,1.470,0.83,1056.4800000
Kepler-292 d,0.068000,2.230,0.83,1056.4800000
Kepler-292 e,0.097000,2.670,0.83,1056.4800000
Kepler-292 f,0.141000,2.350,0.83,1056.4800000
Kepler-293 b,0.144000,3.070,0.96,974.6330000
Kepler-293 c,0.286000,3.830,0.96,974.6330000
Kepler-294 b,0.048000,1.770,0.98,1357.0100000
Kepler-294 c,0.071000,2.710,0.98,1357.0100000
Kepler-295 b,0.099000,1.220,0.90,1699.1900000
Kepler-295 c,0.142000,1.170,0.90,1699.1900000
Kepler-295 d,0.192000,1.360,0.90,1699.1900000
Kepler-296 b,0.079000,1.610,0.48,167.0000000
Kepler-296 c,0.052100,2.000,0.48,167.0000000
Kepler-296 d,0.118000,2.090,0.48,167.0000000
Kepler-296 e,0.169000,1.530,0.48,167.0000000
Kepler-296 f,0.255000,1.800,0.48,167.0000000
Kepler-297 b,0.217000,2.870,0.92,692.1400000
Kepler-297 c,0.336000,6.540,0.92,692.1400000
Kepler-297 d,0.523000,32.600,0.90,692.1400000
Kepler-298 b,0.080000,1.960,0.58,518.2040000
Kepler-298 c,0.136000,1.930,0.58,518.2040000
Kepler-298 d,0.305000,2.500,0.58,518.2040000
Kepler-299 b,0.040000,1.320,1.03,1052.2400000
Kepler-299 c,0.070000,2.650,1.03,1052.2400000
Kepler-299 d,0.118000,1.860,1.03,1052.2400000
Kepler-299 e,0.220000,1.870,1.03,1052.2400000
Kepler-30 b,0.180000,3.900,0.95,914.2210000
Kepler-30 c,0.300000,12.300,0.95,914.2210000
Kepler-30 d,0.500000,8.800,0.95,914.2210000
Kepler-300 b,0.094000,1.670,0.90,1098.4500000
Kepler-300 c,0.232000,2.250,0.90,1098.4500000
Kepler-301 b,0.036000,1.350,0.90,719.1660000
Kepler-301 c,0.060000,1.350,0.90,719.1660000
Kepler-301 d,0.112000,1.750,0.90,719.1660000
Kepler-302 b,0.193000,4.060,1.22,1402.5800000
Kepler-302 c,0.503000,12.450,1.22,1402.5800000
Kepler-303 b,0.024000,0.890,0.48,209.7380000
Kepler-303 c,0.057000,1.140,0.48,209.7380000
Kepler-304 b,0.039000,2.860,0.69,434.6840000
Kepler-304 c,0.054000,2.170,0.69,434.6840000
Kepler-304 d,0.080000,2.750,0.69,434.6840000
Kepler-304 e,0.023200,1.200,0.73,434.6840000
Kepler-305 b,0.057100,3.600,0.80,868.4770000
Kepler-305 c,0.075200,3.300,0.80,868.4770000
Kepler-305 d,0.120100,2.760,0.79,868.4770000
Kepler-305 e,0.039900,1.794,0.83,868.4770000
Kepler-306 b,0.050000,1.520,0.72,775.6790000
Kepler-306 c,0.067000,2.350,0.72,775.6790000
Kepler-306 d,0.120000,2.470,0.72,775.6790000
Kepler-306 e,0.227000,2.270,0.72,775.6790000
Kepler-307 b,0.091700,2.430,0.81,575.5810000
Kepler-307 c,0.106800,2.200,0.81,575.5810000
Kepler-308 b,0.090000,2.120,0.94,1335.9200000
Kepler-308 c,0.123000,2.160,0.94,1335.9200000
Kepler-309 b,0.059000,1.560,0.72,544.5680000
Kepler-309 c,0.401000,2.510,0.72,544.5680000
Kepler-31 b,0.160000,5.500,1.22,1664.6400000
Kepler-31 c,0.260000,5.300,1.22,1664.6400000
Kepler-31 d,0.400000,3.900,1.22,1664.6400000
Kepler-310 b,0.111000,1.190,0.88,602.2680000
Kepler-310 c,0.281000,3.380,0.88,602.2680000
Kepler-310 d,0.392000,2.470,0.88,602.2680000
Kepler-311 b,0.087000,1.700,1.19,778.6540000
Kepler-311 c,0.145000,1.430,1.19,778.6540000
Kepler-311 d,0.732600,2.050,1.16,778.6540000
Kepler-312 b,0.031000,1.290,1.47,797.7200000
Kepler-312 c,0.153000,3.150,1.47,797.7200000
Kepler-313 b,0.125000,2.530,1.54,1079.3952487
Kepler-313 c,0.208000,2.570,1.54,1079.3952487
Kepler-314 b,0.035000,0.830,0.95,268.8810000
Kepler-314 c,0.064000,2.900,0.95,268.8810000
Kepler-315 b,0.402000,3.770,1.04,1160.6300000
Kepler-315 c,0.791000,4.150,1.04,1160.6300000
Kepler-316 b,0.027000,1.060,0.52,384.9380000
Kepler-316 c,0.058000,1.160,0.52,384.9380000
Kepler-317 b,0.061000,2.090,0.94,940.5840000
Kepler-317 c,0.083000,1.720,0.94,940.5840000
Kepler-318 b,0.056000,4.710,1.19,489.1410000
Kepler-318 c,0.105000,3.680,1.19,489.1410000
Kepler-319 b,0.051000,1.630,0.90,503.4360000
Kepler-319 c,0.069000,2.630,0.90,503.4360000
Kepler-319 d,0.191000,2.290,0.90,503.4360000
Kepler-32 b,0.050000,2.200,0.53,323.8470000
Kepler-32 c,0.090000,2.000,0.53,323.8470000
Kepler-32 d,0.130000,2.700,0.53,323.8470000
Kepler-32 e,0.033000,1.500,0.53,323.8470000
Kepler-32 f,0.013000,0.820,0.53,323.8470000
Kepler-320 b,0.085000,1.140,1.11,826.6130000
Kepler-320 c,0.142000,1.370,1.11,826.6130000
Kepler-321 b,0.057000,1.770,1.19,384.5420000
Kepler-321 c,0.110000,2.320,1.19,384.5420000
Kepler-322 b,0.027000,1.010,0.89,400.4800000
Kepler-322 c,0.051000,1.670,0.89,400.4800000
Kepler-323 b,0.027780,1.381,1.12,454.8830000
Kepler-323 c,0.045800,1.570,1.12,454.8830000
Kepler-324 b,0.050000,1.140,0.84,501.5740000
Kepler-324 c,0.260000,3.150,0.84,501.5740000
Kepler-324 e,0.107400,2.039,0.83,501.5740000
Kepler-325 b,0.053000,2.910,1.00,823.2420000
Kepler-325 c,0.105000,2.540,1.00,823.2420000
Kepler-325 d,0.220000,2.790,1.00,823.2420000
Kepler-326 b,0.032000,1.520,0.80,487.6750000
Kepler-326 c,0.051000,1.400,0.80,487.6750000
Kepler-326 d,0.066000,1.210,0.80,487.6750000
Kepler-327 b,0.029000,1.110,0.49,241.9870000
Kepler-327 c,0.047000,1.030,0.49,241.9870000
Kepler-327 d,0.090000,1.730,0.49,241.9870000
Kepler-328 b,0.219900,2.300,1.06,2213.1900000
Kepler-328 c,0.354000,5.400,1.06,2213.1900000
Kepler-329 b,0.061000,1.400,0.52,439.7190000
Kepler-329 c,0.113000,1.930,0.52,439.7190000
Kepler-33 b,0.067700,1.740,1.82,1209.1600000
Kepler-33 c,0.118900,3.200,1.82,1209.1600000
Kepler-33 d,0.166200,5.350,1.82,1209.1600000
Kepler-33 e,0.213800,4.020,1.82,1209.1600000
Kepler-33 f,0.253500,4.460,1.82,1209.1600000
Kepler-330 b,0.075000,1.350,0.72,717.5270000
Kepler-330 c,0.116000,1.950,0.72,717.5270000
Kepler-331 b,0.065000,1.820,0.49,580.1190000
Kepler-331 c,0.105000,1.840,0.49,580.1190000
Kepler-331 d,0.159000,1.640,0.49,580.1190000
Kepler-332 b,0.070000,1.170,0.72,344.1900000
Kepler-332 c,0.114000,1.090,0.72,344.1900000
Kepler-332 d,0.189000,1.180,0.72,344.1900000
Kepler-333 b,0.087000,1.320,0.53,324.4130000
Kepler-333 c,0.135000,1.110,0.53,324.4130000
Kepler-334 b,0.061000,1.120,1.07,426.5900000
Kepler-334 c,0.107000,1.430,1.07,426.5900000
Kepler-334 d,0.168000,1.410,1.07,426.5900000
Kepler-335 b,0.075000,3.390,1.85,1278.9700000
Kepler-335 c,0.356000,3.070,1.85,1278.9700000
Kepler-336 b,0.033000,1.020,1.30,768.8600000
Kepler-336 c,0.092000,2.100,1.30,768.8600000
Kepler-336 d,0.154000,2.370,1.30,768.8600000
Kepler-337 b,0.045000,1.540,1.76,677.9750000
Kepler-337 c,0.093000,2.050,1.76,677.9750000
Kepler-338 b,0.117000,2.440,1.74,552.7980000
Kepler-338 c,0.172000,2.340,1.74,552.7980000
Kepler-338 d,0.257000,3.000,1.74,552.7980000
Kepler-338 e,0.089744,1.560,1.74,552.7980000
Kepler-339 b,0.055000,1.420,0.80,616.6370000
Kepler-339 c,0.069000,1.150,0.80,616.6370000
Kepler-339 d,0.091000,1.170,0.80,616.6370000
Kepler-34 b,1.089600,8.564,1.16,1800.8200000
Kepler-340 b,0.134000,2.530,1.85,808.7620000
Kepler-340 c,0.178000,3.370,1.85,808.7620000
Kepler-341 b,0.060000,1.180,1.02,1047.0300000
Kepler-341 c,0.080000,1.700,1.02,1047.0300000
Kepler-341 d,0.182000,1.850,1.02,1047.0300000
Kepler-341 e,0.242000,1.990,1.02,1047.0300000
Kepler-342 b,0.128000,2.250,1.47,781.6110000
Kepler-342 c,0.185000,1.960,1.47,781.6110000
Kepler-342 d,0.242000,2.490,1.47,781.6110000
Kepler-342 e,0.029300,0.880,1.34,781.6110000
Kepler-343 b,0.088000,2.410,1.43,927.1930000
Kepler-343 c,0.167000,2.020,1.43,927.1930000
Kepler-344 b,0.153000,2.610,0.98,1002.9400000
Kepler-344 c,0.488000,2.950,0.98,1002.9400000
Kepler-345 b,0.066000,0.740,0.62,260.0000000
Kepler-345 c,0.077000,1.200,0.62,260.0000000
Kepler-346 b,0.071000,2.660,1.02,984.1050000
Kepler-346 c,0.168000,3.070,1.02,984.1050000
Kepler-347 b,0.110000,1.970,1.01,1298.8800000
Kepler-347 c,0.183000,1.750,1.01,1298.8800000
Kepler-347 d,0.380200,3.040,1.45,1298.8800000
Kepler-348 b,0.076000,1.520,1.36,570.7830000
Kepler-348 c,0.138000,1.330,1.36,570.7830000
Kepler-349 b,0.065000,1.900,0.93,940.7240000
Kepler-349 c,0.105000,1.960,0.93,940.7240000
Kepler-35 b,0.603470,8.160,1.03,1819.1700000
Kepler-350 b,0.104000,1.850,1.53,956.8590000
Kepler-350 c,0.138500,3.100,1.25,956.8590000
Kepler-350 d,0.178600,2.800,1.25,956.8590000
Kepler-351 b,0.214000,3.060,0.85,1083.9100000
Kepler-351 c,0.287000,3.190,0.85,1083.9100000
Kepler-351 d,0.517700,2.720,0.78,1083.9100000
Kepler-352 b,0.085000,0.860,0.78,252.7330000
Kepler-352 c,0.118000,1.240,0.78,252.7330000
Kepler-352 d,0.065700,0.806,0.77,252.7330000
Kepler-353 b,0.051000,0.890,0.50,384.6940000
Kepler-353 c,0.065000,1.380,0.50,384.6940000
Kepler-354 b,0.054000,1.840,0.67,554.0640000
Kepler-354 c,0.115000,1.310,0.67,554.0640000
Kepler-354 d,0.146000,1.240,0.67,554.0640000
Kepler-355 b,0.102000,1.460,1.07,1432.1700000
Kepler-355 c,0.179000,2.710,1.07,1432.1700000
Kepler-356 b,0.057000,1.570,1.33,707.5590000
Kepler-356 c,0.115000,1.810,1.33,707.5590000
Kepler-357 b,0.063000,1.840,0.83,688.5730000
Kepler-357 c,0.120000,2.670,0.83,688.5730000
Kepler-357 d,0.246000,3.430,0.83,688.5730000
Kepler-358 b,0.210000,2.720,0.95,1101.1000000
Kepler-358 c,0.381000,2.850,0.95,1101.1000000
Kepler-359 b,0.178000,3.530,1.09,1443.2100000
Kepler-359 c,0.307000,4.300,1.09,1443.2100000
Kepler-359 d,0.372000,4.010,1.09,1443.2100000
Kepler-36 b,0.115300,1.498,1.63,527.9560000
Kepler-36 c,0.128300,3.679,1.63,527.9560000
Kepler-360 b,0.044000,1.650,1.06,876.0440000
Kepler-360 c,0.075000,2.100,1.06,876.0440000
Kepler-361 b,0.086000,1.450,1.34,930.3200000
Kepler-361 c,0.300000,2.520,1.34,930.3200000
Kepler-362 b,0.087000,0.880,0.72,1090.5100000
Kepler-362 c,0.207000,1.450,0.72,1090.5100000
Kepler-363 b,0.048000,1.160,1.49,762.5960000
Kepler-363 c,0.079000,1.690,1.49,762.5960000
Kepler-363 d,0.107000,2.050,1.49,762.5960000
Kepler-364 b,0.178000,1.550,1.28,891.4620000
Kepler-364 c,0.312000,2.150,1.28,891.4620000
Kepler-365 b,0.098000,2.040,1.05,1038.9900000
Kepler-365 c,0.137000,1.640,1.05,1038.9900000
Kepler-366 b,0.045000,1.460,1.05,1856.2800000
Kepler-366 c,0.110000,1.790,1.05,1856.2800000
Kepler-367 b,0.201000,1.300,0.69,188.0270000
Kepler-367 c,0.253000,1.200,0.69,188.0270000
Kepler-368 b,0.186000,3.260,2.02,770.9780000
Kepler-368 c,0.360000,3.880,2.02,770.9780000
Kepler-369 b,0.030000,1.130,0.47,214.0000000
Kepler-369 c,0.094000,1.410,0.47,214.0000000
Kepler-37 b,0.101900,0.310,0.79,63.9207000
Kepler-37 c,0.139000,0.755,0.79,63.9207000
Kepler-37 d,0.210900,2.030,0.79,63.9207000
Kepler-37 e,0.250000,0.370,0.77,63.9207000
Kepler-370 b,0.054000,1.590,0.90,1167.9400000
Kepler-370 c,0.140000,1.910,0.90,1167.9400000
Kepler-371 b,0.200000,1.890,0.99,813.1920000
Kepler-371 c,0.313000,1.780,0.99,813.1920000
Kepler-372 b,0.075000,1.360,1.14,1493.9500000
Kepler-372 c,0.154000,2.090,1.14,1493.9500000
Kepler-372 d,0.201000,1.690,1.14,1493.9500000
Kepler-373 b,0.060000,1.360,0.84,1090.4500000
Kepler-373 c,0.126000,1.240,0.84,1090.4500000
Kepler-374 b,0.029000,1.030,0.91,1265.6100000
Kepler-374 c,0.042000,1.100,0.91,1265.6100000
Kepler-374 d,0.056000,1.310,0.91,1265.6100000
Kepler-375 b,0.101000,1.450,0.84,1238.8100000
Kepler-375 c,0.141000,2.650,0.84,1238.8100000
Kepler-376 b,0.057000,1.070,1.18,923.0670000
Kepler-376 c,0.115000,1.790,1.18,923.0670000
Kepler-377 b,0.109000,1.390,1.22,823.8040000
Kepler-377 c,0.182000,2.060,1.22,823.8040000
Kepler-378 b,0.112000,0.750,0.67,152.0940000
Kepler-378 c,0.166000,0.700,0.67,152.0940000
Kepler-379 b,0.152000,1.660,1.31,731.2740000
Kepler-379 c,0.326000,2.290,1.31,731.2740000
Kepler-38 b,0.463200,4.300,1.75,1174.5900000
Kepler-380 b,0.050000,1.190,1.22,813.7130000
Kepler-380 c,0.078000,1.270,1.22,813.7130000
Kepler-381 b,0.066000,0.990,1.57,267.3230000
Kepler-381 c,0.117000,1.120,1.57,267.3230000
Kepler-381 d,0.085000,1.067,2.19,267.3230000
Kepler-382 b,0.055000,1.320,0.94,935.4460000
Kepler-382 c,0.097000,1.590,0.94,935.4460000
Kepler-383 b,0.095000,1.320,0.67,470.0000000
Kepler-383 c,0.172000,1.240,0.67,470.0000000
Kepler-384 b,0.148000,1.120,0.88,895.6780000
Kepler-384 c,0.236000,1.130,0.88,895.6780000
Kepler-385 b,0.097000,2.730,1.13,1432.6100000
Kepler-385 c,0.127000,3.040,1.13,1432.6100000
Kepler-385 d,0.302400,2.619,1.16,1432.6100000
Kepler-386 b,0.096000,1.390,0.77,882.4620000
Kepler-386 c,0.155000,1.580,0.77,882.4620000
Kepler-387 b,0.068000,1.030,1.05,801.0520000
Kepler-387 c,0.098000,0.890,1.05,801.0520000
Kepler-388 b,0.036000,0.810,0.59,425.0000000
Kepler-388 c,0.093000,0.860,0.59,425.0000000
Kepler-389 b,0.041000,1.510,0.79,816.5590000
Kepler-389 c,0.110000,1.460,0.79,816.5590000
Kepler-39 b,0.164000,13.900,1.40,1057.4100000
Kepler-390 b,0.065000,0.820,0.78,435.2770000
Kepler-390 c,0.101000,0.790,0.78,435.2770000
Kepler-391 b,0.082000,3.200,3.57,869.2360000
Kepler-391 c,0.161000,3.540,3.57,869.2360000
Kepler-392 b,0.059000,1.000,1.13,681.4280000
Kepler-392 c,0.093000,1.100,1.13,681.4280000
Kepler-393 b,0.091000,1.290,1.38,881.4040000
Kepler-393 c,0.124000,1.330,1.38,881.4040000
Kepler-394 b,0.083000,1.600,1.13,1058.7200000
Kepler-394 c,0.110000,1.660,1.13,1058.7200000
Kepler-394 d,0.064600,1.501,1.10,1058.7200000
Kepler-395 b,0.061000,1.030,0.56,421.3820000
Kepler-395 c,0.177000,1.320,0.56,421.3820000
Kepler-396 b,0.233600,3.500,1.06,223.7570000
Kepler-396 c,0.378000,5.300,1.06,223.7570000
Kepler-397 b,0.144000,2.460,0.77,969.0000000
Kepler-397 c,0.480000,6.180,0.77,969.0000000
Kepler-398 b,0.044000,0.930,0.61,177.3550000
Kepler-398 c,0.087000,1.010,0.61,177.3550000
Kepler-398 d,0.061800,0.880,0.67,177.3550000
Kepler-399 b,0.103000,0.960,0.68,740.5370000
Kepler-399 c,0.155000,1.430,0.68,740.5370000
Kepler-399 d,0.261000,1.890,0.68,740.5370000
Kepler-4 b,0.045600,4.002,1.49,487.9160000
Kepler-40 b,0.080000,13.110,2.13,2305.0100000
Kepler-400 b,0.087000,1.650,1.15,845.9700000
Kepler-400 c,0.134000,1.490,1.15,845.9700000
Kepler-401 b,0.122000,1.710,1.33,965.5600000
Kepler-401 c,0.269000,2.150,1.33,965.5600000
Kepler-401 d,0.650300,2.270,1.29,965.5600000
Kepler-402 b,0.051000,1.220,1.26,625.3390000
Kepler-402 c,0.068000,1.560,1.26,625.3390000
Kepler-402 d,0.087000,1.380,1.26,625.3390000
Kepler-402 e,0.102000,1.460,1.26,625.3390000
Kepler-403 b,0.076000,1.250,1.33,840.2690000
Kepler-403 c,0.297000,1.750,1.33,840.2690000
Kepler-403 d,0.121735,1.420,1.45,840.2690000
Kepler-404 b,0.102000,1.270,0.88,812.5240000
Kepler-404 c,0.118000,1.720,0.88,812.5240000
Kepler-405 b,0.095000,2.080,0.89,1065.0800000
Kepler-405 c,0.188000,4.660,0.89,1065.0800000
Kepler-406 b,0.035974,1.430,1.07,364.0300000
Kepler-406 c,0.055292,0.850,1.07,364.0300000
Kepler-407 b,0.015302,1.070,1.01,338.3680000
Kepler-407 c,3.270904,12.300,1.01,338.3680000
Kepler-408 b,0.035890,0.820,1.23,88.7832000
Kepler-409 b,0.319200,1.199,0.90,68.1730000
Kepler-41 b,0.031010,14.460,1.29,1093.0800000
Kepler-410 A b,0.122600,2.838,1.35,147.5270000
Kepler-411 b,0.037500,2.401,0.82,153.6760000
Kepler-411 c,0.073900,4.421,0.82,153.6760000
Kepler-411 d,0.279000,3.319,0.82,153.6760000
Kepler-411 e,0.186000,3.280,0.82,153.6760000
Kepler-412 b,0.028970,15.031,1.29,1086.2400000
Kepler-413 b,0.355300,4.347,0.78,847.5360000
Kepler-414 b,0.052700,1.710,0.95,413.4600000
Kepler-414 c,0.069900,3.010,0.95,413.4600000
Kepler-415 b,0.042600,1.210,0.64,530.4870000
Kepler-415 c,0.069500,2.010,0.64,530.4870000
Kepler-416 b,0.065800,2.480,1.07,690.8190000
Kepler-416 c,0.102100,2.450,1.07,690.8190000
Kepler-416 d,0.040700,1.610,1.02,690.8190000
Kepler-417 b,0.100600,2.310,0.81,973.9890000
Kepler-417 c,0.119400,2.690,0.81,973.9890000
Kepler-418 b,0.377900,13.450,1.09,1002.5300000
Kepler-418 c,0.102400,5.221,1.08,1002.5300000
Kepler-419 b,0.370000,10.800,1.74,1011.3600000
Kepler-419 c,1.680000,12.600,1.74,1011.3600000
Kepler-42 b,0.011600,0.780,0.17,40.0595000
Kepler-42 c,0.006000,0.730,0.17,40.0595000
Kepler-42 d,0.015400,0.570,0.17,40.0595000
Kepler-421 b,1.219000,4.160,0.76,348.5580000
Kepler-422 b,0.082000,12.890,1.24,722.7950000
Kepler-423 b,0.035850,13.361,0.95,758.7530000
Kepler-424 b,0.044000,9.980,0.94,698.6460000
Kepler-424 c,0.730000,12.700,0.94,698.6460000
Kepler-425 b,0.046400,10.962,0.86,646.6470000
Kepler-426 b,0.041400,12.220,0.92,843.6950000
Kepler-427 b,0.091000,13.790,1.35,1017.8000000
Kepler-428 b,0.043300,12.110,0.80,686.2840000
Kepler-43 b,0.046000,13.664,1.42,1005.8400000
Kepler-430 b,0.224400,3.250,1.49,917.4770000
Kepler-430 c,0.475700,1.750,1.49,917.4770000
Kepler-431 b,0.071900,0.764,1.09,486.5460000
Kepler-431 c,0.084700,0.668,1.09,486.5460000
Kepler-431 d,0.104500,1.110,1.09,486.5460000
Kepler-432 b,0.301000,12.834,4.06,848.0230000
Kepler-432 c,,13.300,4.06,848.0230000
Kepler-433 b,0.067900,16.250,2.26,1878.3100000
Kepler-434 b,0.114300,12.670,1.38,1222.5400000
Kepler-435 b,0.094800,22.310,3.21,1418.7700000
Kepler-436 b,0.339000,2.730,0.70,588.8670000
Kepler-436 c,0.115800,2.330,0.71,588.8670000
Kepler-437 b,0.288000,2.140,0.68,304.0000000
Kepler-438 b,0.166000,1.120,0.52,195.9428717
Kepler-439 b,0.563000,2.240,0.87,757.0480000
Kepler-44 b,0.044600,12.220,1.35,1188.0000000
Kepler-440 b,0.242000,1.860,0.56,301.0300000
Kepler-441 b,0.640000,1.640,0.55,268.0030000
Kepler-442 b,0.409000,1.340,0.60,365.9650000
Kepler-443 b,0.495000,2.330,0.71,802.2710000
Kepler-444 b,0.041780,0.403,0.75,36.4396000
Kepler-444 c,0.048810,0.497,0.75,36.4396000
Kepler-444 d,0.060000,0.530,0.75,36.4396000
Kepler-444 e,0.069600,0.546,0.75,36.4396000
Kepler-444 f,0.081100,0.741,0.75,36.4396000
Kepler-445 b,0.021700,1.580,0.21,127.2010000
Kepler-445 c,0.030100,2.510,0.21,127.2010000
Kepler-445 d,0.043900,1.250,0.21,127.2010000
Kepler-446 b,0.018200,1.500,0.24,96.3390000
Kepler-446 c,0.028300,1.110,0.24,96.3390000
Kepler-446 d,0.040300,1.350,0.24,96.3390000
Kepler-447 b,0.076900,18.490,1.05,268.0410000
Kepler-448 c,4.200000,12.000,1.40,399.3980000
Kepler-449 b,0.102700,2.056,1.47,241.9490000
Kepler-449 c,0.197900,2.764,1.47,241.9490000
Kepler-45 b,0.030000,10.760,0.55,381.9490000
Kepler-450 b,0.199300,6.140,1.64,455.9820000
Kepler-450 c,0.132400,2.620,1.64,455.9820000
Kepler-450 d,0.082000,0.837,1.64,455.9820000
Kepler-451 c,,13.500,0.20,396.3320000
Kepler-451 d,,13.500,0.20,396.3320000
Kepler-452 b,1.046000,1.630,1.11,551.7270000
Kepler-453 b,0.790300,6.204,0.83,442.8460000
Kepler-454 b,0.095280,2.370,1.07,230.8690000
Kepler-454 c,1.287000,12.900,1.07,230.8690000
Kepler-454 d,5.100000,13.300,1.07,230.8690000
Kepler-457 d,0.099600,2.985,1.24,1072.3000000
Kepler-458 c,0.154000,4.200,2.22,1594.7400000
Kepler-46 b,0.196800,9.057,0.94,777.0600000
Kepler-46 c,0.279900,13.500,0.94,777.0600000
Kepler-46 d,0.067000,1.640,0.79,777.0600000
Kepler-460 c,0.721100,5.520,1.26,1274.0100000
Kepler-461 b,0.082100,2.580,0.91,692.1580000
Kepler-462 b,0.417200,3.000,1.57,596.6250000
Kepler-462 c,0.758400,4.000,1.57,596.6250000
Kepler-463 b,0.078000,3.050,0.90,394.8040000
Kepler-464 b,0.076500,3.300,1.59,667.6040000
Kepler-465 b,0.095300,2.950,1.29,553.0770000
Kepler-466 b,0.267100,2.850,1.05,530.1220000
Kepler-466 c,0.046500,1.250,1.05,530.1220000
Kepler-467 b,0.165100,2.250,1.37,466.2650000
Kepler-468 b,0.221300,13.340,0.87,442.8710000
Kepler-47 b,0.287700,3.050,0.94,1025.0200000
Kepler-47 c,0.963800,4.650,0.94,1025.0200000
Kepler-47 d,0.699200,7.040,0.94,1025.0200000
Kepler-471 b,0.062600,14.960,1.80,1249.4100000
Kepler-472 b,0.048300,3.220,0.78,306.6020000
Kepler-473 b,0.118600,4.080,1.34,905.9370000
Kepler-474 b,0.060600,3.060,1.08,841.4960000
Kepler-475 b,0.039900,2.490,0.79,280.0690000
Kepler-476 b,0.112600,3.080,1.09,813.5350000
Kepler-477 b,0.091100,2.070,0.79,367.0000000
Kepler-478 b,0.103200,2.710,0.80,420.0000000
Kepler-479 b,0.099400,2.120,0.81,344.9010000
Kepler-48 b,0.053918,1.880,0.89,306.7380000
Kepler-48 c,0.086293,2.710,0.89,306.7380000
Kepler-48 d,0.232907,2.040,0.89,306.7380000
Kepler-48 e,1.898275,13.400,0.89,306.7380000
Kepler-48 f,5.719188,13.800,0.85,306.7380000
Kepler-480 b,0.060500,2.780,1.34,847.5080000
Kepler-481 b,0.089400,2.500,1.09,813.7240000
Kepler-482 b,0.253700,2.360,0.72,313.0680000
Kepler-483 b,0.207200,3.210,1.47,860.3550000
Kepler-484 b,0.089600,2.280,0.87,382.1360000
Kepler-485 b,0.043300,14.410,1.09,1140.9500000
Kepler-487 b,0.115700,11.420,0.88,872.3430000
Kepler-487 c,0.214100,2.680,0.88,872.3430000
Kepler-487 d,0.033700,2.775,0.89,872.3430000
Kepler-489 b,0.120900,7.720,0.76,369.6450000
Kepler-49 b,0.059290,2.579,0.62,311.2220000
Kepler-49 c,0.078210,2.444,0.62,311.2220000
Kepler-49 d,0.031000,1.600,0.56,311.2220000
Kepler-49 e,0.116000,1.560,0.56,311.2220000
Kepler-490 b,0.045300,11.650,1.12,1523.0000000
Kepler-491 b,0.051600,8.920,1.03,630.7850000
Kepler-493 b,0.043900,15.130,1.54,1745.7700000
Kepler-495 b,0.042700,5.230,0.83,658.9240000
Kepler-495 c,0.061400,1.219,1.09,658.9240000
Kepler-496 b,0.074700,2.320,0.82,605.2740000
Kepler-497 b,0.045700,6.040,1.11,1291.9800000
Kepler-498 b,0.089700,3.030,0.96,938.8440000
Kepler-499 b,0.059800,2.170,0.83,556.7260000
Kepler-5 b,0.053800,15.984,1.79,899.7770000
Kepler-50 b,0.077000,1.710,1.58,250.1100000
Kepler-50 c,0.087000,2.170,1.58,250.1100000
